Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Manufacturer,,Platform,Manufacturerid
Cheer We Go!,DS,2010,Misc,Natsume,0.04,0,0,0,0.04,,,,,,,Nintendo,,,
Monster High: New Ghoul in School,3DS,2015,Action,Little Orbit,0,0.04,0,0,0.04,,,tbd,,"Torus Games, Little Orbit",E,Nintendo,,,
Millipede / Super Breakout / Lunar Lander,GBA,2005,Misc,Zoo Digital Publishing,0.03,0.01,0,0,0.04,,,tbd,,Gravity-I,E,Nintendo,,,
Grey's Anatomy: The Video Game,DS,2009,Adventure,Ubisoft,0.03,0.01,0,0,0.04,,,7.5,4,Longtail Studios,T,Nintendo,,,
Mafia,PC,2002,Action,Take-Two Interactive,0,0.04,0,0.01,0.04,88,27,9.1,863,Illusion Softworks,M,PC,,,
Disney's Donald Duck: Goin' Quackers,GC,2002,Platform,Ubisoft,0.03,0.01,0,0,0.04,61,7,3,4,Ubisoft Montreal,E,Nintendo,,,
World Trigger: Borderless Mission,PSV,2015,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,Sony,,,
Assault Rigs,PS,1996,Action,Electronic Arts Victor,0.02,0.02,0,0,0.04,,,,,,,Sony,,,
Yes! PreCure 5,DS,2007,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,Nintendo,,,
Operation Flashpoint: Elite,XB,2005,Shooter,Codemasters,0.03,0.01,0,0,0.04,64,24,8.3,27,Bohemia Interactive,T,Microsoft,,,
Candace Kane's Candy Factory,DS,2008,Action,Destineer,0.04,0,0,0,0.04,,,tbd,,F84 Games,E,Nintendo,,,
Fantastic Four: Rise of the Silver Surfer,DS,2007,Action,Take-Two Interactive,0.04,0,0,0,0.04,35,8,4.8,13,7 Studios,E10+,Nintendo,,,
Nanda's Island,DS,2009,Puzzle,Phenomedia,0.04,0,0,0,0.04,,,tbd,,MumboJumbo,E,Nintendo,,,
Virtua Tennis 3,X360,2007,Sports,Sega,0.03,0.01,0,0,0.04,80,34,6.8,26,Sumo Digital,E,Microsoft,,,
Roswell Conspiracies: Aliens,Myths & Legends,PS,2001,Action,Red Storm Entertainment,0.02,0.02,0,0,0.04,,,,,,#N/A,,,
Front Mission,DS,2007,Strategy,Square Enix,0.01,0,0.03,0,0.04,72,19,8.9,9,Square Enix,E10+,Nintendo,,,
Sushi Go-Round,DS,2010,Simulation,Asylum Entertainment,0.04,0,0,0,0.04,,,tbd,,SouthPeak Games,E,Nintendo,,,
World Championship Spelling,DS,2010,Misc,505 Games,0.04,0,0,0,0.04,,,tbd,,505 Games,E,Nintendo,,,
Sekai no Gohan Shaberu! DS Oryouri Navi,DS,2008,Misc,Nintendo,0,0,0.04,0,0.04,,,,,,,Nintendo,,,
Tropico 3,PC,2009,Strategy,Kalypso Media,0,0.04,0,0.01,0.04,79,48,8.1,184,Haemimont,T,PC,,,
Boktai 2: Solar Boy Django,GBA,2004,Role-Playing,Konami Digital Entertainment,0.03,0.01,0,0,0.04,78,20,8.5,11,KCEJ,T,Nintendo,,,
Life is Strange,PC,2016,Adventure,Square Enix,0.01,0.04,0,0,0.04,83,15,8.6,1620,DONTNOD Entertainment,M,PC,,,
Angelique Duet,PS,1998,Strategy,Tecmo Koei,0,0,0.04,0,0.04,,,,,,,Sony,,,
Nobunaga's Ambition (3DS),3DS,2013,Simulation,Tecmo Koei,0,0,0.04,0,0.04,,,,,,,Nintendo,,,
Jewel Master: Cradle Of Rome 2,PC,2011,Puzzle,Rising Star Games,0,0.04,0,0.01,0.04,,,,,,,PC,,,
Shin Fortune Quest: Sokutaku no Kishi,PS,1996,Misc,Media Works,0,0,0.04,0,0.04,,,,,,,Sony,,,
Tsumiki: Block Drop Mania,DS,2007,Action,Nobilis,0.04,0,0,0,0.04,,,tbd,,RED Entertainment,E,Nintendo,,,
Crushed Baseball,GBA,2004,Sports,Summitsoft,0.03,0.01,0,0,0.04,,,tbd,,Griptonite Games,E,Nintendo,,,
Dark Arena,GBA,2002,Shooter,THQ,0.03,0.01,0,0,0.04,65,17,tbd,,Graphic State,T,Nintendo,,,
Kamen Rider: Battride War Genesis,PS3,2016,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,Sony,,,
Heatseeker,PSP,2007,Action,Codemasters,0.04,0,0,0,0.04,49,7,tbd,,IR Gurus,T,Sony,,,
Family Fortunes,DS,2009,Misc,Mindscape,0,0.04,0,0,0.04,,,,,,,Nintendo,,,
TOCA Race Driver 2,XB,2004,Racing,Codemasters,0.03,0.01,0,0,0.04,,,8.3,6,Codemasters,T,Microsoft,,,
My Body Coach,Wii,2009,Sports,Big Ben Interactive,0,0.04,0,0,0.04,,,,,,,Nintendo,,,
Shaun the Sheep,DS,2008,Adventure,D3Publisher,0.04,0,0,0,0.04,58,5,tbd,,Art,E,Nintendo,,,
Battlezone,PS4,2016,Action,Rebellion Developments,0.02,0.02,0,0.01,0.04,66,39,7,31,Rebellion,T,Sony,,,
I.Q. Remix+: Intelligent Qube,PS2,2000,Puzzle,Sony Computer Entertainment,0,0,0.04,0,0.04,,,,,,,Sony,,,
Growlanser,PSP,2009,Role-Playing,Atlus,0,0,0.04,0,0.04,,,,,,,Sony,,,
Card Fight!! Vanguard G: Stride to Victory!!,3DS,2016,Misc,FuRyu,0,0,0.04,0,0.04,,,,,,,Nintendo,,,
Trollz: Hair Affair!,GBA,2005,Misc,Ubisoft,0.03,0.01,0,0,0.04,,,,,,,Nintendo,,,
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PS2,2007,Misc,Paon,0,0,0.04,0,0.04,,,,,,,Sony,,,
Grand Slam,PS,1997,Misc,Virgin Interactive,0.02,0.02,0,0,0.04,,,,,,,Sony,,,
Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,DS,2009,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,Nintendo,,,
The King of Fighters 2000,PS2,2002,Fighting,Playmore,0,0,0.04,0,0.04,,,,,,,Sony,,,
Hyperdimension Neptunia mk2,PSV,2014,Action,Compile Heart,0,0,0.04,0,0.04,,,,,,,Sony,,,
Pro Evolution Soccer 2016,PC,2015,Sports,Konami Digital Entertainment,0,0.04,0,0,0.04,76,12,4.3,286,Konami,E,PC,,,
The Dark Spire,DS,2008,Role-Playing,Success,0.04,0,0,0,0.04,69,23,7.7,21,Success,E10+,Nintendo,,,
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,Activision,0.03,0.01,0,0,0.04,55,14,6,38,PlatinumGames,T,Microsoft,,,
Puyo Puyo Tetris,PS3,2014,Puzzle,Sega,0,0,0.04,0,0.04,,,,,,,Sony,,,
D.C.F.S.: Da Capo Four Seasons,PS2,2005,Adventure,Kadokawa Shoten,0,0,0.04,0,0.04,,,,,,,Sony,,,
RollerCoaster Tycoon,PC,N/A,Strategy,Microprose,0.02,0.02,0,0.01,0.04,,,,,Chris Sawyer,E,PC,,,
Runaway: A Twist of Fate,PC,2009,Adventure,Focus Home Interactive,0,0.04,0,0.01,0.04,79,15,8.2,40,Pendulo Studios,T,PC,,,
Disney's Meet the Robinsons,GC,2007,Action,Disney Interactive Studios,0.03,0.01,0,0,0.04,68,5,tbd,,Avalanche Software,E10+,Nintendo,,,
Hanayori Danshi: Koi Seyo Onago,DS,2008,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,,Nintendo,,,
Refrain no Chika Meikyuu to Majo no Ryodan,PSV,2016,Action,Nippon Ichi Software,0,0,0.04,0,0.04,,,,,,,Sony,,,
Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,2009,Misc,Nintendo,0,0,0.04,0,0.04,,,,,,,Nintendo,,,
Disney Planes Fire & Rescue,Wii,2014,Action,Disney Interactive Studios,0,0.04,0,0,0.04,,,,,,,Nintendo,,,
Sonic the Hedgehog 2 (8-bit),GG,1992,Platform,Sega,0,0,0.04,0,0.04,,,,,,,#N/A,,,
FlatOut 2,XB,2006,Racing,Empire Interactive,0.03,0.01,0,0,0.04,73,38,7.3,8,Bugbear,T,Microsoft,,,
Gem Smashers,3DS,2011,Platform,Crave Entertainment,0.04,0,0,0,0.04,,,tbd,,Frame Studios Interactive,E,Nintendo,,,
Rogue Trooper,PS2,2006,Shooter,Eidos Interactive,0.02,0.02,0,0.01,0.04,71,37,8.2,9,Rebellion,T,Sony,,,
Backyard Baseball '09,Wii,2008,Sports,Atari,0.04,0,0,0,0.04,37,4,7.8,5,Humongous Entertainment,E,Nintendo,,,
Spy Fiction,PS2,2003,Action,Sega,0.02,0.02,0,0.01,0.04,61,33,tbd,,Access Games,M,Sony,,,
Justice League: Chronicles,GBA,2003,Platform,Midway Games,0.03,0.01,0,0,0.04,43,7,tbd,,Full-Fat,E,Nintendo,,,
Tom Clancy's HAWX,PC,2009,Action,Ubisoft,0,0.03,0,0.01,0.04,70,23,7.3,125,Ubisoft Romania,T,PC,,,
Enemy Front,X360,2014,Shooter,Namco Bandai Games,0.02,0.02,0,0,0.04,35,8,5.8,78,CI Games,M,Microsoft,,,
Doko Demo Issho: Let's Gakkou!,PSP,2006,Misc,Sony Computer Entertainment,0,0,0.04,0,0.04,,,,,,,Sony,,,
Conflict: Desert Storm II - Back to Bagdhad,GC,2004,Shooter,SCi,0.03,0.01,0,0,0.04,,,,,,,Nintendo,,,
Honda ATV Fever,Wii,2010,Racing,Storm City Games,0.04,0,0,0,0.04,,,tbd,,Beyond Reality,E,Nintendo,,,
Top Gun,DS,2006,Simulation,505 Games,0.04,0,0,0,0.04,48,8,tbd,,InterActive Vision Games,E10+,Nintendo,,,
M&M's Beach Party,Wii,2009,Misc,Zoo Digital Publishing,0.04,0,0,0,0.04,,,,,,,Nintendo,,,
B's-LOG Party♪,PSP,2010,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,,Sony,,,
King Arthur,GC,2004,Action,Konami Digital Entertainment,0.03,0.01,0,0,0.04,60,14,tbd,,Krome Studios,T,Nintendo,,,
Chicken Shoot,GBA,2005,Action,Zoo Digital Publishing,0.03,0.01,0,0,0.04,,,,,,,Nintendo,,,
Shantae and the Pirate's Curse,3DS,2015,Platform,Rising Star Games,0.01,0,0.03,0,0.04,82,18,8.5,86,WayForward,E10+,Nintendo,,,
Yowamushi Pedal,3DS,2015,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,Nintendo,,,
Dai Senryaku VII: Modern Military Tactics,XB,2003,Strategy,Kool Kizz,0.03,0.01,0,0,0.04,74,11,8.8,6,SystemSoft,E,Microsoft,,,
White Album 2: Shiawase no Mukougawa,PS3,2012,Adventure,Aqua Plus,0,0,0.04,0,0.04,,,,,,,Sony,,,
Monster Trux Arenas: Special Edition,Wii,2007,Racing,Popcorn Arcade,0.04,0,0,0,0.04,,,,,,,Nintendo,,,
Avatar: The Game,PC,2009,Action,Ubisoft,0,0.04,0,0.01,0.04,,,,,,,PC,,,
Go Go Ackman 3,SNES,1995,Platform,Banpresto,0,0,0.04,0,0.04,,,,,,,Nintendo,,,
Advance Guardian Heroes,GBA,2004,Role-Playing,Ubisoft,0.03,0.01,0,0,0.04,65,25,tbd,,Treasure,E,Nintendo,,,
Castle of Shikigami III,Wii,2007,Shooter,PQube,0.04,0,0,0,0.04,67,9,7.6,9,Alfa System,T,Nintendo,,,
Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,Tecmo Koei,0.03,0,0,0.01,0.04,80,20,8.1,46,Koei Tecmo Games,T,Sony,,,
FIFA Street 2,DS,2006,Sports,Electronic Arts,0.04,0,0,0,0.04,43,5,7.5,4,Exient Entertainment,E,Nintendo,,,
Star X,GBA,2002,Shooter,BAM! Entertainment,0.03,0.01,0,0,0.04,60,10,tbd,,Graphic State,E,Nintendo,,,
City Life: World Edition,PC,2007,Simulation,Monte Christo Multimedia,0,0.04,0,0,0.04,75,7,8.2,9,Monte Cristo Multimedia,E,PC,,,
The King of Fighters Kyo,PS,1998,Fighting,SNK Playmore,0,0,0.04,0,0.04,,,,,,,Sony,,,
Record of Agarest War: Marriage,PSP,2012,Role-Playing,Compile Heart,0,0,0.04,0,0.04,,,,,,,Sony,,,
San-X Land: Theme Park de Asobou!,DS,2006,Action,MTO,0,0,0.04,0,0.04,,,,,,,Nintendo,,,
Corpse Party: Book of Shadows,PSP,2011,Adventure,5pb,0,0,0.04,0,0.04,67,23,8.2,50,5pb,M,Sony,,,
428: Fuusa Sareta Shibuya de,PSP,2009,Adventure,Spike,0,0,0.04,0,0.04,,,,,,,Sony,,,
Starry ? Sky: After Spring,PSP,2009,Misc,Aqua Plus,0,0,0.04,0,0.04,,,,,,,Sony,,,
Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,PS2,2006,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,,Sony,,,
Mechanic Escape,PS3,2012,Platform,D3Publisher,0,0,0.04,0,0.04,,,,,,,Sony,,,
Battle vs. Chess,PS3,N/A,Misc,TopWare Interactive,0,0.03,0,0.01,0.04,,,,,"Targem Games, TopWare Interactive",T,Sony,,,
Naruto Shippuden: Dairansen! Kage Bunshin Emaki,DS,2008,Action,Takara Tomy,0,0,0.04,0,0.04,,,,,,,Nintendo,,,
WarTech: Senko no Ronde,X360,2006,Fighting,Ubisoft,0.04,0,0,0,0.04,60,33,6.1,7,G.Rev,T,Microsoft,,,
Twilight Syndrome: Kinjiratera Toshi Densetsu,DS,2008,Adventure,Spike,0,0,0.04,0,0.04,,,,,,,Nintendo,,,
True Love Story 3,PS2,2001,Simulation,Enterbrain,0,0,0.04,0,0.04,,,,,,,Sony,,,
Jerry Rice and Nitus' Dog Football,Wii,2011,Sports,Tommo,0.04,0,0,0,0.04,,,,,,,Nintendo,,,
Little Battlers eXperience W,PSV,2012,Role-Playing,Level 5,0,0,0.04,0,0.04,,,,,,,Sony,,,
The Smurfs,PS,1998,Action,Infogrames,0.02,0.02,0,0,0.04,,,,,,,Sony,,,
Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,2016,Action,Activision,0.01,0.03,0,0,0.04,,,4.3,16,PlatinumGames,T,Microsoft,,,
Strike Force Bowling,XB,2004,Sports,Crave Entertainment,0.03,0.01,0,0,0.04,54,10,tbd,,Lab Rats Games,E,Microsoft,,,
IL-2 Sturmovik: 1946,PC,2006,Simulation,Ubisoft,0,0.04,0,0.01,0.04,86,9,8.8,115,1C: Maddox Games,T,PC,,,
Chessmaster,GBA,2002,Misc,Ubisoft,0.03,0.01,0,0,0.04,76,5,tbd,,Ubisoft,E,Nintendo,,,
Blood Will Tell: Tezuka Osamu's Dororo,PS2,2004,Adventure,Sega,0.02,0.02,0,0.01,0.04,,,,,,,Sony,,,
Coraline,DS,2009,Action,D3Publisher,0.04,0,0,0,0.04,,,tbd,,Art,E,Nintendo,,,
Red Ninja: End of Honor,PS2,2005,Action,Vivendi Games,0.02,0.02,0,0.01,0.04,47,17,5,7,Opus,M,Sony,,,
Praetorians,PC,2003,Strategy,Eidos Interactive,0,0.04,0,0,0.04,78,23,8.2,38,Pyro Studios,T,PC,,,
Kids Learn Music A+ Edition,DS,2011,Misc,Unknown,0.04,0,0,0,0.04,,,,,,,Nintendo,,,
The Wolf Among Us,PSV,2014,Adventure,Telltale Games,0.03,0,0,0.01,0.04,,,8.4,29,Telltale Games,M,Sony,,,
Smash Court Tennis 3,PSP,2007,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,68,30,6.3,4,"Namco Bandai Games America, Namco Bandai Games",E,Sony,,,
Kanuchi: Shiroki Tsubasa no Shou,PS2,2008,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,,Sony,,,
SX Superstar,XB,2003,Racing,Acclaim Entertainment,0.03,0.01,0,0,0.04,53,17,tbd,,Acclaim,T,Microsoft,,,
Katekyoo Hitman Reborn! Battle Arena,PSP,2008,Fighting,Marvelous Interactive,0,0,0.04,0,0.04,,,,,,,Sony,,,
LEGO Friends,3DS,2013,Action,Warner Bros. Interactive Entertainment,0,0.04,0,0,0.04,43,4,8.3,4,Hellbent Games,E,Nintendo,,,
Saint Seiya: The Hades,PS2,2006,Fighting,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,Sony,,,
Saki Portable,PSP,2010,Adventure,Alchemist,0,0,0.04,0,0.04,,,,,,,Sony,,,
Naruto Shippuuden: Shinobi Retsuden III,DS,2009,Action,Takara Tomy,0,0,0.04,0,0.04,,,,,,,Nintendo,,,
Guild Wars Trilogy,PC,2005,Role-Playing,NCSoft,0,0.03,0,0.01,0.04,,,8.8,8,ArenaNet,T,PC,,,
SPRay,Wii,2008,Action,Tecmo Koei,0.04,0,0,0,0.04,42,16,4.5,6,EKO Software,E10+,Nintendo,,,
Outlaw Tennis,XB,2005,Sports,Global Star,0.03,0.01,0,0,0.04,66,45,7.7,6,Hypnotix,M,Microsoft,,,
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,PS3,2013,Simulation,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,Sony,,,
Saint Seiya: Soldiers' Soul,PS3,2015,Fighting,Namco Bandai Games,0,0,0.04,0,0.04,,,6.3,4,Dimps Corporation,T,Sony,,,
Nike+ Kinect Training,X360,2012,Sports,Microsoft Game Studios,0.02,0.01,0,0,0.04,,,,,,,Microsoft,,,
No Rules: Get Phat,GBA,2001,Action,TDK Mediactive,0.03,0.01,0,0,0.04,,,,,,,Nintendo,,,
Star Ocean 5: Integrity and Faithlessness,PS3,2016,Role-Playing,Square Enix,0,0,0.04,0,0.04,,,,,,,Sony,,,
Brothers: A Tale of Two Sons,XOne,2015,Adventure,505 Games,0.03,0.01,0,0,0.04,81,6,8.9,26,Starbreeze,T,Microsoft,,,
NHL Legacy,PS3,2015,Action,Electronic Arts,0.03,0,0,0.01,0.04,,,,,,,Sony,,,
Battle Rage,Wii,2008,Shooter,Popcorn Arcade,0.04,0,0,0,0.04,,,,,,,Nintendo,,,
Attack of the Movies 3D,X360,2010,Shooter,Majesco Entertainment,0.04,0,0,0,0.04,38,8,1.7,10,Panic Button,T,Microsoft,,,
The History Channel: Great Battles - Medieval,PS3,N/A,Strategy,Slitherine Software,0,0.03,0,0.01,0.04,,,,,,,Sony,,,
Igor: The Game,DS,2008,Adventure,Legacy Interactive,0.04,0,0,0,0.04,43,4,tbd,,Artefacts Studio,E,Nintendo,,,
Zombi Daisuki,DS,2011,Action,ChunSoft,0,0,0.04,0,0.04,,,,,,,Nintendo,,,
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,3DS,2014,Action,FuRyu,0,0,0.04,0,0.04,,,,,,,Nintendo,,,
Negima!? Chou Mahora Taisen Kattoiin,Keiyaku Shikkou Dechai masuu,DS,2006,Adventure,Marvelous Interactive,0,0,0.04,0,0.04,,,,,,#N/A,,,
Sea Monsters: A Prehistoric Adventure,Wii,2007,Adventure,Zushi Games,0.04,0,0,0,0.04,,,tbd,,Atomic Planet Entertainment,E10+,Nintendo,,,
Get Up and Dance,PS3,2011,Misc,O-Games,0.03,0,0,0,0.04,,,tbd,,Crave,T,Sony,,,
Secret Files: Tunguska,PC,2006,Adventure,DreamCatcher Interactive,0,0.04,0,0,0.04,66,26,7.4,38,Fusionsphere Systems,T,PC,,,
The Monkey King: The Legend Begins,Wii,2007,Shooter,Starfish,0.04,0,0,0,0.04,,,tbd,,Opera House,E,Nintendo,,,
The Invincible Iron Man,GBA,2002,Action,Activision,0.03,0.01,0,0,0.04,68,9,tbd,,Torus Games,E,Nintendo,,,
NASCAR 07,XB,2006,Racing,Electronic Arts,0.03,0.01,0,0,0.04,72,26,7,4,EA Tiburon,E,Microsoft,,,
Dance Dance Revolution Disney Mix,PS,2000,Simulation,Konami Digital Entertainment,0.02,0.02,0,0,0.04,74,7,8.3,13,Konami,E,Sony,,,
Casual Mania!,DS,2010,Puzzle,Foreign Media Games,0.04,0,0,0,0.04,,,tbd,,Foreign Media,E,Nintendo,,,
Maken Shao: Demon Sword,PS2,2001,Action,Midas Interactive Entertainment,0,0,0.04,0,0.04,,,,,,,Sony,,,
Scaler,XB,2004,Platform,Global Star,0.03,0.01,0,0,0.04,69,25,tbd,,Artificial Mind and Movement,E,Microsoft,,,
Super Robot Taisen OG Infinite Battle,PS3,2013,Fighting,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,Sony,,,
BeatMania IIDX 16: Empress + Premium Best,PS2,2009,Simulation,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,,Sony,,,
Emergency Room: Real Life Rescues,DS,2009,Simulation,505 Games,0.04,0,0,0,0.04,,,tbd,,Legacy Interactive,T,Nintendo,,,
FIFA Soccer 2003 (weekly jp sales),PS2,2002,Sports,Electronic Arts,0,0,0.04,0,0.04,,,,,,,Sony,,,
High Heat Baseball 2002,PS,2001,Sports,3DO,0.02,0.02,0,0,0.04,,,,,,,Sony,,,
Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,0.01,0,0.02,0,0.04,70,33,6.9,28,"Examu, Marvelous Inc.",T,Sony,,,
Puyo Pop Fever,PSP,2004,Puzzle,Ignition Entertainment,0,0,0.04,0,0.04,68,9,,,Sonic Team,,Sony,,,
Thrillville: Off the Rails,DS,2007,Strategy,LucasArts,0.03,0.01,0,0,0.04,59,6,6.2,5,DC Studios,E,Nintendo,,,
Hana to Ikimo no Rittai Zukan,3DS,2011,Misc,Nintendo,0,0,0.04,0,0.04,,,,,,,Nintendo,,,
Bloody Roar Extreme,XB,2003,Fighting,Hudson Soft,0.03,0.01,0,0,0.04,61,22,8.6,9,Eighting/Raizing,T,Microsoft,,,
Clockwork Empires,PC,N/A,Strategy,Unknown,0,0.04,0,0,0.04,58,7,3.8,5,Gaslamp Games,RP,PC,,,
Split/Second,PC,2010,Racing,Disney Interactive Studios,0,0.04,0,0.01,0.04,79,18,8.2,116,Black Rock Studio,E10+,PC,,,
Tennis Masters Series 2003,XB,2002,Sports,Microids,0.03,0.01,0,0,0.04,67,10,tbd,,Microids,E,Microsoft,,,
Resident Evil 6,PC,2012,Shooter,Capcom,0,0.04,0,0,0.04,69,18,5.9,868,"Capcom, QLOC",M,PC,,,
Amagami,PSV,2014,Adventure,Kadokawa Games,0,0,0.04,0,0.04,,,,,,,Sony,,,
Dead Head Fred,PSP,2007,Action,D3Publisher,0.04,0,0,0,0.04,75,30,7.3,23,Vicious Cycle,M,Sony,,,
MLB SlugFest 20-04,GC,2003,Sports,Midway Games,0.03,0.01,0,0,0.04,76,14,tbd,,Midway,E,Nintendo,,,
Pocket Pool,PSP,2007,Action,Conspiracy Entertainment,0.04,0,0,0,0.04,37,19,tbd,,Conspiracy Entertainment,M,Sony,,,
Jissen Pachislot Hisshouhou! Hokuto no Ken DS,DS,2005,Misc,Sega,0,0,0.04,0,0.04,,,,,,,Nintendo,,,
Lise no Atelier: Ordre no Renkinjutsushi,DS,2007,Role-Playing,Gust,0,0,0.04,0,0.04,,,,,,,Nintendo,,,
Myth Makers: Trixie in Toyland,Wii,2008,Platform,Popcorn Arcade,0.04,0,0,0,0.04,,,0.2,5,Data Design Interactive,E,Nintendo,,,
Arcana Heart 3,PSV,2014,Fighting,Arc System Works,0.02,0,0.02,0.01,0.04,,,,,,,Sony,,,
Torino 2006,XB,2006,Sports,Take-Two Interactive,0.03,0.01,0,0,0.04,,,,,,,Microsoft,,,
Amnesia,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,,Sony,,,
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,2006,Misc,Nintendo,0,0,0.04,0,0.04,,,,,,,Nintendo,,,
Metal Slug 4 & 5,XB,2005,Shooter,SNK Playmore,0.03,0.01,0,0,0.04,,,,,,,Microsoft,,,
Great Battle Full Blast,PSP,2012,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,Sony,,,
Ride to Hell,PS3,2013,Racing,Deep Silver,0.02,0.01,0,0.01,0.04,13,4,1,218,"Eutechnyx, Deep Silver",M,Sony,,,
Need for Speed: ProStreet,PC,2007,Racing,Electronic Arts,0,0.04,0,0.01,0.04,70,18,5.9,163,EA Games,E10+,PC,,,
Digimon Rumble Arena 2,GC,2004,Fighting,Atari,0.03,0.01,0,0,0.04,71,5,8.1,7,Black Ship Games,T,Nintendo,,,
NCIS,PC,2011,Adventure,Ubisoft,0.01,0.02,0,0.01,0.04,,,tbd,,Ubisoft,T,PC,,,
Doki Doki! PreCure Narikiri Life!,3DS,2013,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,Nintendo,,,
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,0.03,0,0,0,0.04,46,4,5.8,10,Ubisoft Osaka,E,Nintendo,,,
Rodea the Sky Soldier,3DS,2015,Action,Nippon Ichi Software,0.03,0,0,0,0.04,45,7,5.6,37,"Prope, Kadokawa",E10+,Nintendo,,,
Major League Baseball 2K12,PC,2012,Sports,Take-Two Interactive,0.04,0,0,0,0.04,,,5.7,15,Visual Concepts,E,PC,,,
Watashi no Relaxuma,DS,2007,Simulation,Rocket Company,0,0,0.04,0,0.04,,,,,,,Nintendo,,,
Phantom Kingdom Portable,PSP,2011,Role-Playing,Nippon Ichi Software,0,0,0.04,0,0.04,,,,,,,Sony,,,
Pac-Man World Rally,PSP,2006,Racing,Namco Bandai Games,0.04,0,0,0,0.04,51,9,tbd,,Smart Bomb Interactive,E,Sony,,,
Way of the Samurai 2 Portable,PSP,2009,Action,Spike,0,0,0.04,0,0.04,,,,,,,Sony,,,
Challenge Me: Maths Workout,DS,2009,Puzzle,Oxygen Interactive,0.04,0,0,0,0.04,,,,,,,Nintendo,,,
Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,2008,Misc,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,Nintendo,,,
Hellboy: The Science of Evil,PSP,2008,Action,Konami Digital Entertainment,0.04,0,0,0,0.04,42,14,7.1,13,Krome Studios,T,Sony,,,
Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008,Puzzle,Avanquest,0.04,0,0,0,0.04,56,4,tbd,,Paprikari,E,Nintendo,,,
Little Busters! Converted Edition,PSP,2010,Adventure,Prototype,0,0,0.04,0,0.04,,,,,,,Sony,,,
Unison: Rebels of Rhythm & Dance,PS2,2000,Misc,Tecmo Koei,0.02,0.02,0,0.01,0.04,,,,,,,Sony,,,
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,,Sony,,,
WTF: Work Time Fun,PSP,2005,Puzzle,Sony Computer Entertainment,0.04,0,0,0,0.04,,,,,,,Sony,,,
The Sims Deluxe,PC,2002,Simulation,Electronic Arts,0.01,0.02,0,0.01,0.04,92,6,8.2,77,Maxis,T,PC,,,
Fashion Week Jr. Designer,DS,2009,Simulation,505 Games,0.04,0,0,0,0.04,,,tbd,,505 Games,E,Nintendo,,,
B.L.U.E.: Legend of Water,PS,N/A,Adventure,N/A,0,0,0.04,0,0.04,,,,,,,Sony,,,
Dark Half,SNES,1996,Role-Playing,Enix Corporation,0,0,0.04,0,0.04,,,,,,,Nintendo,,,
Horses 3D,3DS,2012,Misc,Ubisoft,0.04,0,0,0,0.04,,,6.3,4,Neko Entertainment,E,Nintendo,,,
LEGO Indiana Jones: The Original Adventures,PC,2008,Action,LucasArts,0.02,0.02,0,0,0.04,78,14,7.7,35,Traveller's Tales,E10+,PC,,,
Bullet Girls 2,PSV,2016,Action,D3Publisher,0,0,0.04,0,0.04,,,,,,,Sony,,,
